AccountNumber,Balance
ACC102557,808944.52
ACC102558,498977.46
ACC102559,837582.02
ACC102560,991727.86
ACC102561,401482.53
ACC102562,675849.47
ACC102563,92932.66
ACC102564,460766.15
ACC102565,35241.08
ACC102566,443695.59
ACC102567,569604.35
ACC102568,629882.58
ACC102569,804602.86
ACC102570,382366.73
ACC102571,236712.99
ACC102572,615352.83
ACC102573,521004.51
ACC102574,671656.66
ACC102575,364394.11
ACC102576,467263.78
ACC102577,553928.51
ACC102578,680425.39
ACC102579,218276.50
ACC102580,317540.15
ACC102581,132336.60
ACC102582,62431.17
ACC102583,602255.65
ACC102584,426579.43
ACC102585,527561.44
ACC102586,927951.43
ACC102587,409113.50
ACC102588,920754.61
ACC102589,168467.68
ACC102590,513740.22
ACC102591,387545.33
ACC102592,524479.09
ACC102593,95426.47
ACC102594,930773.48
ACC102595,994105.14
ACC102596,320402.08
ACC102597,821317.13
ACC102598,509575.83
ACC102599,419470.07
ACC102600,829612.31
ACC102601,185377.61
ACC102602,656701.17
ACC102603,310250.17
ACC102604,860476.97
ACC102605,139269.11
ACC102606,633157.13
ACC102607,450333.96
ACC102608,279927.34
ACC102609,574204.20
ACC102610,836216.56
ACC102611,799460.76
ACC102612,864626.57
ACC102613,273406.54
ACC102614,950152.11
ACC102615,121350.21
ACC102616,581514.70
ACC102617,255528.14
ACC102618,338958.51
ACC102619,799294.83
ACC102620,887724.95
ACC102621,281945.04
ACC102622,135094.41
ACC102623,333635.63
ACC102624,868800.08
ACC102625,84084.89
ACC102626,322679.53
ACC102627,142991.92
ACC102628,591511.18
ACC102629,556109.06
ACC102630,521425.16
ACC102631,579504.72
ACC102632,733391.57
ACC102633,213380.50
ACC102634,648854.84
ACC102635,267679.90
ACC102636,15346.56
ACC102637,618192.53
ACC102638,733089.27
ACC102639,776680.64
ACC102640,766385.53
ACC102641,931216.44
ACC102642,46623.40
ACC102643,567119.55
ACC102644,450645.52
ACC102645,10046.16
ACC102646,373116.00
ACC102647,555540.38
ACC102648,896436.33
ACC102649,895074.75
ACC102650,864240.47
ACC102651,892854.35
ACC102652,375035.12
ACC102653,357733.50
ACC102654,902113.54
ACC102655,87010.88
ACC102656,23394.04
ACC102657,876855.70
ACC102658,684721.53
ACC102659,555132.56
ACC102660,959797.30
ACC102661,15598.11
ACC102662,947107.08
ACC102663,846233.93
ACC102664,694815.11
ACC102665,583959.85
ACC102666,849857.04
ACC102667,262468.96
ACC102668,271649.19
ACC102669,660483.74
ACC102670,368650.34
ACC102671,994616.45
ACC102672,50150.91
ACC102673,131207.17
ACC102674,804278.01
ACC102675,816213.14
ACC102676,87415.73
ACC102677,904350.18
ACC102678,931639.98
ACC102679,110383.62
ACC102680,974918.11
ACC102681,165584.89
ACC102682,878751.87
ACC102683,543991.74
ACC102684,977649.42
ACC102685,751026.39
ACC102686,582762.77
ACC102687,525252.11
ACC102688,434656.51
ACC102689,833316.62
ACC102690,739388.26
ACC102691,633391.84
ACC102692,172752.07
ACC102693,380343.59
ACC102694,365005.22
ACC102695,692340.36
ACC102696,315978.21
ACC102697,26244.89
ACC102698,776934.73
ACC102699,54752.59
ACC102700,42652.76
ACC102701,750390.23
ACC102702,677154.99
ACC102703,17933.28
ACC102704,219513.34
ACC102705,502019.14
ACC102706,97841.73
ACC102707,619432.25
ACC102708,618597.37
ACC102709,886131.08
ACC102710,463724.44
ACC102711,187218.55
ACC102712,207056.74
ACC102713,80081.41
ACC102714,866276.70
ACC102715,397417.97
ACC102716,323103.71
ACC102717,830132.65
ACC102718,298225.25
ACC102719,141611.65
ACC102720,172720.44
ACC102721,742942.07
ACC102722,283766.97
ACC102723,495645.36
ACC102724,611637.40
ACC102725,668637.18
ACC102726,670224.51
ACC102727,922786.74
ACC102728,575396.49
ACC102729,449737.60
ACC102730,250651.16
ACC102731,945895.09
ACC102732,577062.90
ACC102733,153727.26
ACC102734,894111.33
ACC102735,216030.77
ACC102736,607334.98
ACC102737,26562.58
ACC102738,651018.68
ACC102739,308633.68
ACC102740,485424.67
ACC102741,719823.28
ACC102742,345004.15
ACC102743,233037.81
ACC102744,21141.78
ACC102745,325568.30
ACC102746,860317.10
ACC102747,976665.82
ACC102748,789112.76
ACC102749,60256.19
ACC102750,14728.08
ACC102751,351760.99
ACC102752,195000.94
ACC102753,732319.89
ACC102754,662307.09
ACC102755,629965.04
ACC102756,240967.87
ACC102757,367157.18
ACC102758,648292.37
ACC102759,628438.96
ACC102760,263425.92
ACC102761,448404.47
ACC102762,919544.53
ACC102763,40550.37
ACC102764,940380.39
ACC102765,105407.16
ACC102766,898797.10
ACC102767,964414.35
ACC102768,228345.11
ACC102769,263782.16
ACC102770,629069.52
ACC102771,253775.92
ACC102772,669938.20
ACC102773,818887.56
ACC102774,176199.46
ACC102775,757861.26
ACC102776,442825.59
ACC102777,800872.53
ACC102778,112482.04
ACC102779,39900.49
ACC102780,648677.71
ACC102781,324775.17
ACC102782,222868.69
ACC102783,158038.96
ACC102784,967240.23
ACC102785,389868.21
ACC102786,537083.95
ACC102787,797304.71
ACC102788,645493.16
ACC102789,329122.89
ACC102790,686359.86
ACC102791,327189.05
ACC102792,585182.71
ACC102793,932268.31
ACC102794,112266.70
ACC102795,596222.54
ACC102796,173758.60
ACC102797,314468.75
ACC102798,47335.86
ACC102799,362693.23
ACC102800,463935.18
ACC102801,657123.66
ACC102802,422825.08
ACC102803,879354.52
ACC102804,975717.36
ACC102805,287715.26
ACC102806,638067.45
ACC102807,659608.89
ACC102808,861793.22
ACC102809,441985.74
ACC102810,968375.96
ACC102811,83230.07
ACC102812,312693.51
ACC102813,574021.27
ACC102814,894440.82
ACC102815,961199.68
ACC102816,322052.66
ACC102817,128052.15
ACC102818,815562.31
ACC102819,171685.65
ACC102820,464680.49
ACC102821,949948.78
ACC102822,801902.86
ACC102823,402578.28
ACC102824,110963.25
ACC102825,116500.11
ACC102826,777221.85
ACC102827,840326.33
ACC102828,690360.92
ACC102829,666606.49
ACC102830,213273.18
ACC102831,170078.51
ACC102832,74453.66
ACC102833,20500.80
ACC102834,770200.06
ACC102835,948337.82
ACC102836,516112.75
ACC102837,171032.63
ACC102838,653853.09
ACC102839,736474.01
ACC102840,55932.36
ACC102841,254906.16
ACC102842,120987.39
ACC102843,251516.14
ACC102844,900056.30
ACC102845,631559.07
ACC102846,686760.86
ACC102847,729660.71
ACC102848,474969.50
ACC102849,813100.75
ACC102850,915860.19
ACC102851,697882.07
ACC102852,954697.02
ACC102853,590398.90
ACC102854,898923.24
ACC102855,779920.20
ACC102856,864164.01
ACC102857,638010.75
ACC102858,879705.11
ACC102859,854747.75
ACC102860,39218.12
ACC102861,204199.78
ACC102862,165652.76
ACC102863,98381.15
ACC102864,359000.87
ACC102865,251762.09
ACC102866,135206.68
ACC102867,53602.35
ACC102868,429978.65
ACC102869,20805.08
ACC102870,739240.44
ACC102871,516796.14
ACC102872,423003.23
ACC102873,655980.27
ACC102874,901577.77
ACC102875,376684.24
ACC102876,85270.91
ACC102877,297965.23
ACC102878,354493.91
ACC102879,296251.01
ACC102880,437983.99
ACC102881,672223.66
ACC102882,229512.45
ACC102883,796606.75
ACC102884,907892.22
ACC102885,187241.17
ACC102886,281650.04
ACC102887,849923.66
ACC102888,796701.47
ACC102889,89542.76
ACC102890,866541.29
ACC102891,797904.62
ACC102892,736585.83
ACC102893,313842.41
ACC102894,94592.63
ACC102895,272510.12
ACC102896,662724.11
ACC102897,393657.51
ACC102898,254468.37
ACC102899,366868.51
ACC102900,904905.44
ACC102901,650641.54
ACC102902,659803.84
ACC102903,286434.24
ACC102904,579808.57
ACC102905,49744.69
ACC102906,78069.94
ACC102907,313534.58
ACC102908,73558.14
ACC102909,682107.87
ACC102910,468980.00
ACC102911,992458.97
ACC102912,560596.14
ACC102913,368327.96
ACC102914,821734.47
ACC102915,207196.56
ACC102916,729780.43
ACC102917,191401.58
ACC102918,385740.66
ACC102919,629815.88
ACC102920,371932.06
ACC102921,611262.33
ACC102922,488223.54
ACC102923,364307.08
ACC102924,544801.99
ACC102925,241371.64
ACC102926,444361.35
ACC102927,968470.34
ACC102928,71612.43
ACC102929,842305.45
ACC102930,51233.39
ACC102931,715135.99
ACC102932,427951.96
ACC102933,207698.73
ACC102934,305959.00
ACC102935,393639.59
ACC102936,88863.47
ACC102937,584267.98
ACC102938,640936.98
ACC102939,513052.41
ACC102940,973462.34
ACC102941,829925.83
ACC102942,375060.24
ACC102943,550180.63
ACC102944,388357.75
ACC102945,402235.00
ACC102946,479185.87
ACC102947,127797.95
ACC102948,823523.14
ACC102949,723618.58
ACC102950,826981.97
ACC102951,191965.50
ACC102952,485072.04
ACC102953,909850.81
ACC102954,818551.97
ACC102955,471618.14
ACC102956,818644.17
ACC102957,774397.73
ACC102958,993954.18
ACC102959,618860.83
ACC102960,344791.56
ACC102961,873159.40
ACC102962,686888.60
ACC102963,804619.42
ACC102964,233877.99
ACC102965,392085.40
ACC102966,815414.28
ACC102967,801428.89
ACC102968,472565.37
ACC102969,293992.39
ACC102970,86590.77
ACC102971,863218.64
ACC102972,356958.73
ACC102973,540707.97
ACC102974,365403.03
ACC102975,140967.43
ACC102976,728917.28
ACC102977,742397.12
ACC102978,855234.13
ACC102979,633052.56
ACC102980,221911.50
ACC102981,987597.37
ACC102982,647491.55
ACC102983,330005.60
ACC102984,631117.47
ACC102985,405096.80
ACC102986,581772.37
ACC102987,245214.27
ACC102988,249187.09
ACC102989,252333.02
ACC102990,185169.17
ACC102991,995872.67
ACC102992,184318.91
ACC102993,374474.80
ACC102994,959973.01
ACC102995,742183.84
ACC102996,90876.64
ACC102997,53766.70
ACC102998,993121.74
ACC102999,887457.38
ACC103000,534863.88
ACC103001,340075.67
ACC103002,728270.69
ACC103003,767320.40
ACC103004,987060.87
ACC103005,460872.54
ACC103006,142330.19
ACC103007,772774.61
ACC103008,25564.77
ACC103009,702114.53
ACC103010,22718.24
ACC103011,319282.76
ACC103012,416848.71
ACC103013,910664.16
ACC103014,799418.81
ACC103015,502456.78
ACC103016,290264.08
ACC103017,653987.68
ACC103018,647214.93
ACC103019,190245.91
ACC103020,735160.02
ACC103021,723921.38
ACC103022,638183.43
ACC103023,761787.07
ACC103024,642478.43
ACC103025,838275.81
ACC103026,872691.60
ACC103027,804280.33
ACC103028,273806.80
ACC103029,916968.48
ACC103030,908728.46
ACC103031,481391.79
ACC103032,840430.89
ACC103033,618232.88
ACC103034,454432.30
ACC103035,459761.58
ACC103036,972928.03
ACC103037,445246.33
ACC103038,497143.11
ACC103039,924208.93
ACC103040,878276.80
ACC103041,54252.08
ACC103042,124212.49
ACC103043,157177.18
ACC103044,526332.44
ACC103045,61920.45
ACC103046,936146.19
ACC103047,983850.19
ACC103048,560827.27
ACC103049,92301.61
ACC103050,851432.80
ACC103051,661198.02
ACC103052,631804.12
ACC103053,492267.43
ACC103054,64629.24
ACC103055,156973.46
ACC103056,876575.51
ACC103057,658822.12
ACC103058,494928.81
ACC103059,463381.46
ACC103060,814925.52
ACC103061,682081.53
ACC103062,791527.54
ACC103063,159783.44
ACC103064,521330.25
ACC103065,564078.18
ACC103066,564636.06
ACC103067,589373.36
ACC103068,12472.67
ACC103069,145844.08
ACC103070,286949.03
ACC103071,366276.96
ACC103072,972261.37
ACC103073,393455.98
ACC103074,419790.00
ACC103075,661976.26
ACC103076,628937.24
ACC103077,777897.39
ACC103078,410990.36
ACC103079,313350.54
ACC103080,99661.94
ACC103081,903699.23
ACC103082,37840.78
ACC103083,578950.64
ACC103084,127229.95
ACC103085,767365.84
ACC103086,248170.27
ACC103087,985387.47
ACC103088,91231.99
ACC103089,578575.73
ACC103090,65762.37
ACC103091,631916.90
ACC103092,12120.46
ACC103093,235065.92
ACC103094,172909.46
ACC103095,798441.28
ACC103096,271187.90
ACC103097,205966.67
ACC103098,982935.87
ACC103099,70224.79
ACC103100,932467.87
ACC103101,838147.77
ACC103102,588987.07
ACC103103,271632.93
ACC103104,94002.82
ACC103105,805870.73
ACC103106,482286.49
ACC103107,301157.76
ACC103108,395797.02
ACC103109,645710.06
ACC103110,513403.32
ACC103111,910879.26
ACC103112,220082.50
ACC103113,296315.46
ACC103114,303854.12
ACC103115,355339.43
ACC103116,926274.95
ACC103117,686130.69
ACC103118,432577.71
ACC103119,907569.08
ACC103120,718181.02
ACC103121,471667.80
ACC103122,342476.92
ACC103123,213708.94
ACC103124,114642.34
ACC103125,214355.28
ACC103126,246313.07
ACC103127,402304.87
ACC103128,636861.65
ACC103129,475336.07
ACC103130,668767.89
ACC103131,119933.25
ACC103132,586154.63
ACC103133,564885.88
ACC103134,192454.55
ACC103135,601326.98
ACC103136,464806.83
ACC103137,716355.82
ACC103138,670063.92
ACC103139,89622.43
ACC103140,940087.37
ACC103141,83711.74
ACC103142,22673.60
ACC103143,90737.43
ACC103144,337282.65
ACC103145,836851.37
ACC103146,605527.04
ACC103147,115216.19
ACC103148,241860.65
ACC103149,499924.68
ACC103150,857306.45
ACC103151,851140.50
ACC103152,953561.97
ACC103153,334865.34
ACC103154,227077.63
ACC103155,822908.11
ACC103156,386337.34
ACC103157,795261.10
ACC103158,534676.89
ACC103159,92817.56
ACC103160,557611.19
ACC103161,794548.61
ACC103162,255339.10
ACC103163,625475.13
ACC103164,798349.49
ACC103165,417312.67
ACC103166,247833.00
ACC103167,709053.04
ACC103168,391845.25
ACC103169,13202.55
ACC103170,867274.12
ACC103171,512379.39
ACC103172,974008.11
ACC103173,269648.19
ACC103174,909127.49
ACC103175,132728.84
ACC103176,591255.53
ACC103177,242165.83
ACC103178,509691.50
ACC103179,146009.46
ACC103180,873850.33
ACC103181,59588.51
ACC103182,600571.28
ACC103183,788804.38
ACC103184,412715.39
ACC103185,536038.17
ACC103186,580303.93
ACC103187,860428.57
ACC103188,316379.43
ACC103189,731877.03
ACC103190,755390.22
ACC103191,442799.43
ACC103192,111767.97
ACC103193,872232.89
ACC103194,975516.07
ACC103195,716496.26
ACC103196,748051.80
ACC103197,173987.56
ACC103198,253714.48
ACC103199,192896.94
ACC103200,46701.03
ACC103201,410350.86
ACC103202,461622.56
ACC103203,674731.78
ACC103204,143265.58
ACC103205,326311.98
ACC103206,422830.11
ACC103207,780783.12
ACC103208,757213.41
ACC103209,228367.48
ACC103210,233595.79
ACC103211,604785.09
ACC103212,745406.25
ACC103213,517970.09
ACC103214,619923.02
ACC103215,713841.80
ACC103216,92477.90
ACC103217,330125.52
ACC103218,363143.21
ACC103219,727883.81
ACC103220,107502.99
ACC103221,606483.19
ACC103222,952744.35
ACC103223,38820.37
ACC103224,540905.13
ACC103225,766125.49
ACC103226,865213.55
ACC103227,576122.55
ACC103228,488551.10
ACC103229,127054.31
ACC103230,231127.63
ACC103231,984584.48
ACC103232,561413.20
ACC103233,127106.05
ACC103234,549631.88
ACC103235,669962.32
ACC103236,629055.20
ACC103237,694696.87
ACC103238,259786.70
ACC103239,899078.71
ACC103240,393507.76
ACC103241,757406.38
ACC103242,932043.26
ACC103243,482806.62
ACC103244,506847.25
ACC103245,339953.92
ACC103246,110324.72
ACC103247,873110.27
ACC103248,600977.17
ACC103249,582602.99
ACC103250,945844.39
ACC103251,369022.12
ACC103252,421735.01
ACC103253,386450.41
ACC103254,887883.71
ACC103255,231073.12
ACC103256,561507.44
ACC103257,203412.93
ACC103258,124283.12
ACC103259,529270.46
ACC103260,755034.80
ACC103261,186020.44
ACC103262,175363.97
ACC103263,776229.44
ACC103264,402021.78
ACC103265,695355.69
ACC103266,449405.73
ACC103267,234518.79
ACC103268,87543.74
ACC103269,814651.90
ACC103270,135643.65
ACC103271,375665.93
ACC103272,227049.12
ACC103273,471165.94
ACC103274,282031.02
ACC103275,777596.04
ACC103276,497006.00
ACC103277,469990.31
ACC103278,39727.88
ACC103279,267541.87
ACC103280,634926.73
ACC103281,800449.31
ACC103282,764431.66
ACC103283,28662.19
ACC103284,393627.70
ACC103285,198644.60
ACC103286,666257.03
ACC103287,230746.36
ACC103288,844141.17
ACC103289,128573.40
ACC103290,784902.05
ACC103291,378457.54
ACC103292,49695.27
ACC103293,219036.46
ACC103294,745303.92
ACC103295,554581.65
ACC103296,899612.60
ACC103297,154286.32
ACC103298,400892.33
ACC103299,620699.59
ACC103300,676851.87
ACC103301,23035.87
ACC103302,516889.81
ACC103303,293589.99
ACC103304,816227.02
ACC103305,343054.58
ACC103306,194888.50
ACC103307,982494.20
ACC103308,922086.51
ACC103309,837124.76
ACC103310,992148.48
ACC103311,350141.16
ACC103312,654421.04
ACC103313,370613.00
ACC103314,124718.19
ACC103315,269128.56
ACC103316,840990.78
ACC103317,361331.02
ACC103318,622568.51
ACC103319,374897.64
ACC103320,820124.09
ACC103321,538718.55
ACC103322,687461.70
ACC103323,967113.09
ACC103324,884337.53
ACC103325,641675.13
ACC103326,240243.15
ACC103327,502774.98
ACC103328,148862.39
ACC103329,352600.27
ACC103330,553648.14
ACC103331,776839.39
ACC103332,511536.50
ACC103333,679371.59
ACC103334,649557.59
ACC103335,379514.13
ACC103336,471329.89
ACC103337,647097.62
ACC103338,915916.25
ACC103339,773721.42
ACC103340,302021.59
ACC103341,77527.21
ACC103342,268243.27
ACC103343,61483.37
ACC103344,865230.28
ACC103345,45979.40
ACC103346,313819.72
ACC103347,254187.33
ACC103348,793123.97
ACC103349,673578.56
ACC103350,463229.05
ACC103351,688826.60
ACC103352,685695.30
ACC103353,546435.33
ACC103354,573956.39
ACC103355,50388.61
ACC103356,430486.45
ACC103357,283210.85
ACC103358,734218.57
ACC103359,109575.51
ACC103360,24083.58
ACC103361,638232.49
ACC103362,202101.59
ACC103363,704994.49
ACC103364,214573.29
ACC103365,649000.10
ACC103366,795424.12
ACC103367,659842.60
ACC103368,352465.03
ACC103369,154529.08
ACC103370,321524.54
ACC103371,954938.00
ACC103372,104330.19
ACC103373,454521.28
ACC103374,123385.96
ACC103375,22712.39
ACC103376,438595.34
ACC103377,708837.32
ACC103378,979168.22
ACC103379,240481.47
ACC103380,206549.41
ACC103381,942164.05
ACC103382,636307.33
ACC103383,685947.87
ACC103384,683685.25
ACC103385,670127.72
ACC103386,538872.03
ACC103387,293468.32
ACC103388,226994.43
ACC103389,440398.87
ACC103390,597834.64
ACC103391,506129.46
ACC103392,572769.23
ACC103393,705567.30
ACC103394,238316.72
ACC103395,116128.53
ACC103396,806838.93
ACC103397,883735.09
ACC103398,755712.48
ACC103399,394343.70
ACC103400,904978.48
ACC103401,527883.43
ACC103402,393872.02
ACC103403,689304.76
ACC103404,715474.84
ACC103405,156113.69
ACC103406,413243.27
ACC103407,46038.82
ACC103408,938522.74
ACC103409,401845.78
ACC103410,725025.74
ACC103411,356466.61
ACC103412,948244.06
ACC103413,765976.57
ACC103414,978981.07
ACC103415,405164.17
ACC103416,632685.58
ACC103417,421858.60
ACC103418,687574.69
ACC103419,687379.82
ACC103420,295148.57
ACC103421,268754.65
ACC103422,137589.44
ACC103423,120211.25
ACC103424,596638.01
ACC103425,720155.24
ACC103426,902256.84
ACC103427,302797.96
ACC103428,854093.73
ACC103429,380017.08
ACC103430,622292.81
ACC103431,227272.85
ACC103432,522374.99
ACC103433,72587.36
ACC103434,83004.45
ACC103435,919043.68
ACC103436,629719.12
ACC103437,690023.48
ACC103438,396851.22
ACC103439,852737.93
ACC103440,96579.52
ACC103441,516500.99
ACC103442,926497.80
ACC103443,618846.47
ACC103444,106372.09
ACC103445,557921.69
ACC103446,602488.17
ACC103447,705739.39
ACC103448,693719.09
ACC103449,102691.54
ACC103450,62199.45
ACC103451,92304.51
ACC103452,431278.22
ACC103453,341333.15
ACC103454,552700.96
ACC103455,477971.64
ACC103456,460179.12
ACC103457,700929.81
ACC103458,769548.23
ACC103459,319337.61
ACC103460,791463.89
ACC103461,294567.82
ACC103462,786383.48
ACC103463,625995.61
ACC103464,396737.89
ACC103465,606051.67
ACC103466,296493.28
ACC103467,112498.28
ACC103468,835485.04
ACC103469,666211.30
ACC103470,787191.23
ACC103471,98647.91
ACC103472,684188.19
ACC103473,349103.00
ACC103474,881047.30
ACC103475,206508.33
ACC103476,378517.38
ACC103477,834325.87
ACC103478,994577.82
ACC103479,839671.55
ACC103480,404409.66
ACC103481,865532.48
ACC103482,765038.89
ACC103483,38388.26
ACC103484,756862.41
ACC103485,515008.05
ACC103486,169433.11
ACC103487,373185.66
ACC103488,196697.09
ACC103489,149924.32
ACC103490,936743.78
ACC103491,339546.25
ACC103492,565424.04
ACC103493,387544.52
ACC103494,214752.38
ACC103495,567110.81
ACC103496,706649.05
ACC103497,714263.04
ACC103498,226574.48
ACC103499,158694.33
ACC103500,539210.44
ACC103501,716908.75
ACC103502,109266.37
ACC103503,527167.68
ACC103504,822421.64
ACC103505,814222.55
ACC103506,137508.10
ACC103507,941958.79
ACC103508,907415.89
ACC103509,761840.65
ACC103510,459461.80
ACC103511,231565.97
ACC103512,930652.12
ACC103513,75471.73
ACC103514,449431.92
ACC103515,844051.85
ACC103516,536137.21
ACC103517,24251.18
ACC103518,822922.10
ACC103519,184000.70
ACC103520,831856.88
ACC103521,899488.65
ACC103522,544086.72
ACC103523,311872.05
ACC103524,493279.60
ACC103525,663194.14
ACC103526,913417.92
ACC103527,430073.44
ACC103528,22608.78
ACC103529,145875.76
ACC103530,854787.04
ACC103531,629400.31
ACC103532,66706.54
ACC103533,744147.64
ACC103534,215677.41
ACC103535,549755.14
ACC103536,379298.06
ACC103537,485667.84
ACC103538,82598.65
ACC103539,130259.11
ACC103540,244188.10
ACC103541,911847.03
ACC103542,685265.51
ACC103543,506008.18
ACC103544,635782.22
ACC103545,777625.55
ACC103546,898152.34
ACC103547,951801.59
ACC103548,211203.19
ACC103549,792411.67
ACC103550,626502.38
ACC103551,497184.61
ACC103552,14728.69
ACC103553,307006.06
ACC103554,465774.20
ACC103555,842098.27
ACC103556,390149.22
ACC103557,288007.74
ACC103558,758850.32
ACC103559,188317.89
ACC103560,899955.76
ACC103561,493803.58
ACC103562,784111.74
ACC103563,218687.98
ACC103564,52015.11
ACC103565,384789.31
ACC103566,169699.10
ACC103567,913925.07
ACC103568,684575.91
ACC103569,794951.40
ACC103570,824935.77
ACC103571,475460.84
ACC103572,549071.45
ACC103573,322359.70
ACC103574,688979.25
ACC103575,832437.08
ACC103576,797246.58
ACC103577,622478.13
ACC103578,19297.56
ACC103579,471539.83
ACC103580,714632.85
ACC103581,100495.36
ACC103582,848533.02
ACC103583,979873.68
ACC103584,766332.91
ACC103585,537109.99
ACC103586,317721.04
ACC103587,363528.67
ACC103588,923447.17
ACC103589,716374.75
ACC103590,436672.75
ACC103591,817880.82
ACC103592,869286.98
ACC103593,184311.52
ACC103594,238609.76
ACC103595,409992.92
ACC103596,873766.20
ACC103597,713053.94
ACC103598,275856.34
ACC103599,728747.28
ACC103600,532048.70
ACC103601,587256.78
ACC103602,306548.21
ACC103603,444541.38
ACC103604,159652.68
ACC103605,737431.36
ACC103606,908909.36
ACC103607,447517.95
ACC103608,680772.53
ACC103609,838723.27
ACC103610,919677.26
ACC103611,21375.51
ACC103612,59578.02
ACC103613,333444.06
ACC103614,166723.75
ACC103615,488820.69
ACC103616,675684.99
ACC103617,271400.83
ACC103618,662823.40
ACC103619,474673.20
ACC103620,264865.79
ACC103621,153737.27
ACC103622,727862.49
ACC103623,13524.32
ACC103624,504377.64
ACC103625,603607.64
ACC103626,360561.45
ACC103627,480675.06
ACC103628,359035.30
ACC103629,250549.75
ACC103630,418000.24
ACC103631,667844.56
ACC103632,349340.14
ACC103633,824905.42
ACC103634,591890.37
ACC103635,718839.56
ACC103636,266600.33
ACC103637,204057.05
ACC103638,614629.34
ACC103639,435015.45
ACC103640,782038.12
ACC103641,603606.21
ACC103642,435702.03
ACC103643,805934.71
ACC103644,77377.30
ACC103645,163914.84
ACC103646,59961.16
ACC103647,397143.00
ACC103648,153340.49
ACC103649,525662.75
ACC103650,513722.37
ACC103651,634433.37
ACC103652,889857.97
ACC103653,147244.31
ACC103654,42452.09
ACC103655,32358.93
ACC103656,847601.07
ACC103657,591934.83
ACC103658,775104.89
ACC103659,674079.29
ACC103660,644700.95
ACC103661,133802.46
ACC103662,624884.41
ACC103663,479890.84
ACC103664,675198.82
ACC103665,628323.43
ACC103666,544356.03
ACC103667,992991.03
ACC103668,946897.17
ACC103669,776578.46
ACC103670,514431.12
ACC103671,803166.69
ACC103672,375841.92
ACC103673,570765.46
ACC103674,681772.16
ACC103675,982171.22
ACC103676,532663.47
ACC103677,833559.30
ACC103678,547634.89
ACC103679,248570.57
ACC103680,42439.90
ACC103681,814580.52
ACC103682,33067.73
ACC103683,34787.97
ACC103684,784619.43
ACC103685,543906.23
ACC103686,120730.61
ACC103687,934966.67
ACC103688,92848.66
ACC103689,95162.62
ACC103690,372374.62
ACC103691,669095.93
ACC103692,436302.04
ACC103693,619284.44
ACC103694,893241.09
ACC103695,706609.11
ACC103696,884293.31
ACC103697,494508.40
ACC103698,630291.91
ACC103699,981364.03
ACC103700,414572.56
ACC103701,628588.05
ACC103702,660276.13
ACC103703,779554.38
ACC103704,262773.13
ACC103705,705574.55
ACC103706,56166.16
ACC103707,192677.05
ACC103708,415970.85
ACC103709,801802.93
ACC103710,136463.86
ACC103711,589194.00
ACC103712,467253.52
ACC103713,513956.22
ACC103714,511281.63
ACC103715,710978.47
ACC103716,740571.28
ACC103717,636248.87
ACC103718,101944.69
ACC103719,14024.10
ACC103720,415949.77
ACC103721,103879.00
ACC103722,317140.35
ACC103723,277221.31
ACC103724,384395.26
ACC103725,805944.07
ACC103726,268357.35
ACC103727,688269.58
ACC103728,139506.99
ACC103729,812996.16
ACC103730,50511.42
ACC103731,681994.72
ACC103732,458934.93
ACC103733,272333.67
ACC103734,580246.56
ACC103735,343479.71
ACC103736,813381.29
ACC103737,347983.84
ACC103738,334429.51
ACC103739,386493.02
ACC103740,473842.93
ACC103741,542124.38
ACC103742,964822.25
ACC103743,106712.60
ACC103744,919226.56
ACC103745,470426.15
ACC103746,631822.15
ACC103747,999194.68
ACC103748,16342.38
ACC103749,555467.93
ACC103750,740499.80
ACC103751,380425.34
ACC103752,202591.69
ACC103753,859982.18
ACC103754,375945.54
ACC103755,387118.33
ACC103756,788412.55
ACC103757,585235.10
ACC103758,132151.15
ACC103759,776687.66
ACC103760,571733.01
ACC103761,629327.58
ACC103762,59308.29
ACC103763,888022.90
ACC103764,250304.15
ACC103765,115622.52
ACC103766,648496.46
ACC103767,25835.51
ACC103768,259846.36
ACC103769,502862.35
ACC103770,150263.33
ACC103771,947419.22
ACC103772,46439.48
ACC103773,655834.72
ACC103774,334565.94
ACC103775,937182.37
ACC103776,590523.83
ACC103777,898677.49
ACC103778,903947.10
ACC103779,131760.27
ACC103780,167251.74
ACC103781,932083.33
ACC103782,949661.41
ACC103783,986905.16
ACC103784,383739.51
ACC103785,310772.41
ACC103786,441746.10
ACC103787,196677.02
ACC103788,538018.57
ACC103789,858645.79
ACC103790,808747.69
ACC103791,835722.04
ACC103792,807169.19
ACC103793,616015.44
ACC103794,600970.28
ACC103795,976627.48
ACC103796,293244.03
ACC103797,246225.68
ACC103798,732702.97
ACC103799,956479.24
ACC103800,165148.58
ACC103801,437839.48
ACC103802,603913.06
ACC103803,999825.72
ACC103804,92644.26
ACC103805,233356.79
ACC103806,310358.43
ACC103807,359264.19
ACC103808,935074.89
ACC103809,516165.22
ACC103810,422977.60
ACC103811,109818.23
ACC103812,212291.00
ACC103813,824093.33
ACC103814,532756.12
ACC103815,759162.02
ACC103816,128556.08
ACC103817,730543.73
ACC103818,326049.13
ACC103819,632574.99
ACC103820,261967.95
ACC103821,42728.34
ACC103822,397555.40
ACC103823,969272.71
ACC103824,632112.93
ACC103825,351011.11
ACC103826,163792.84
ACC103827,905462.00
